ProteinID	Annotation	IPR	GO	Superfamily	Transcript	TPM	Expression	Total_Peptide	Unique_Peptide
g9697.t1	Transcription-repair-coupling factor	IPR001650,IPR003711,IPR004576,IPR004807,IPR005118,IPR011545,IPR014001,IPR027417,IPR036101,IPR037235,IPR041471	GO:0003676,GO:0003677,GO:0003684,GO:0005524,GO:0006281,GO:0006289,GO:0009380,GO:0016887	SSF141259,SSF143517,SSF52540	False	None	False	None	None
g9698.t1	glutamamyl carboxypeptidase	IPR001261,IPR002933,IPR010169,IPR011650,IPR036264	GO:0006526,GO:0016787,GO:0019213	SSF53187,SSF55031	False	None	False	None	None
g9699.t1	Phosphoserine phosphatase	IPR004469,IPR025138,IPR036412	GO:0004647,GO:0006564	SSF56784	False	None	False	None	None
g9700.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9701.t1	Putative cystathionine beta-lyase	IPR000277,IPR006233,IPR015424	GO:0004121,GO:0006520,GO:0019346,GO:0030170	SSF53383	False	None	False	None	None
g9702.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9703.t1	Acetyl-CoA acetyltransferase	IPR002155,IPR016039,IPR020610,IPR020615,IPR020616,IPR020617	GO:0016746,GO:0016747	SSF53901	False	None	False	None	None
g9704.t1	Ribosomal protein S12 methylthiotransferase RimO	IPR002792,IPR005839,IPR005840,IPR006638,IPR007197,IPR013848,IPR020612,IPR041582	GO:0003824,GO:0005737,GO:0006400,GO:0016740,GO:0018339,GO:0035596,GO:0051536,GO:0051539	SSF102114	False	None	False	None	None
g9705.t1	tRNA-dihydrouridine(16) synthase	IPR001269,IPR018517,IPR032886,IPR035587	GO:0002943,GO:0008033,GO:0017150,GO:0050660	SSF51395	False	None	False	None	None
g9706.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9707.t1	Nodulation protein G	IPR002347,IPR011283,IPR020904,IPR036291	GO:0005737,GO:0016491,GO:0018454,GO:0042619	SSF51735	False	None	False	None	None
g9708.t1	Acetyl-CoA acetyltransferase	IPR002155,IPR016039,IPR020610,IPR020613,IPR020615,IPR020616,IPR020617	GO:0016746,GO:0016747	SSF53901	False	None	False	None	None
g9709.t1	Poly(3-hydroxyalkanoate) polymerase	IPR010941,IPR010963,IPR029058	GO:0005737,GO:0016746,GO:0042619	SSF53474	False	None	False	None	None
g9710.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9711.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9712.t1	Ribosomal large subunit pseudouridine synthase D	IPR002942,IPR006145,IPR006224,IPR006225,IPR020103	GO:0001522,GO:0003723,GO:0009451,GO:0009982	SSF55120,SSF55174	False	None	False	None	None
g9713.t1	Outer membrane protein assembly factor BamD	IPR011990,IPR013026,IPR017689,IPR039565	GO:0005515	SSF48452	False	None	False	None	None
g9714.t1	Probable ATP-dependent DNA helicase HI_0387	IPR006555,IPR014013,IPR027417	GO:0003676,GO:0004386,GO:0005524,GO:0006139,GO:0016818	SSF52540	False	None	False	None	None
g9715.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9716.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9717.t1	Protein YhgF	IPR003029,IPR006641,IPR010994,IPR012337,IPR012340,IPR018974,IPR022967,IPR032639,IPR041692,IPR044146	GO:0003676,GO:0006139	SSF158832,SSF47781,SSF50249,SSF53098	False	None	False	None	None
g9718.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9719.t1	Probable potassium transport system protein kup	IPR003855,IPR023051	GO:0015079,GO:0016020,GO:0071805	None	False	None	False	None	None
g9720.t1	Dihydroorotate dehydrogenase (quinone)	IPR001295,IPR005719,IPR005720	GO:0004152,GO:0005737,GO:0006207,GO:0016020,GO:0016627	SSF51395	False	None	False	None	None
g9721.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9722.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9723.t1	Leucyl/phenylalanyl-tRNA--protein transferase	IPR004616,IPR016181	GO:0008914,GO:0030163	SSF55729	False	None	False	None	None
g9724.t1	Aspartate/glutamate leucyltransferase	IPR007472,IPR016181,IPR030700	GO:0004057,GO:0016598	SSF55729	False	None	False	None	None
g9725.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9726.t1	Lactate utilization protein B	IPR003741,IPR004452,IPR017896,IPR017900,IPR024569,IPR037171	GO:0019516	SSF100950,SSF54862	False	None	False	None	None
g9727.t1	Lactate utilization protein A 2	IPR004017	None	None	False	None	False	None	None
g9728.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9729.t1	D-alanyl-D-alanine endopeptidase	IPR001967,IPR012338,IPR018044	GO:0006508,GO:0009002	SSF56601	False	None	False	None	None
g9730.t1	Nitrobenzene nitroreductase	IPR000415,IPR029479	GO:0016491	SSF55469	False	None	False	None	None
g9731.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9732.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9733.t1	hypothetical protein	IPR000286,IPR023696,IPR023801,IPR044150	GO:0004407,GO:0016575	SSF52768	False	None	False	None	None
g9734.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9735.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9736.t1	Dihydrolipoyl dehydrogenase	IPR001100,IPR004099,IPR006258,IPR012999,IPR016156,IPR023753,IPR036188	GO:0004148,GO:0016491,GO:0016668,GO:0045454,GO:0050660	SSF51905,SSF55424	False	None	False	None	None
g9737.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9738.t1	Magnesium and cobalt efflux protein CorC	IPR000644,IPR005170,IPR036318	GO:0050660	SSF54631,SSF56176	False	None	False	None	None
g9739.t1	Apolipoprotein N-acyltransferase	IPR003010,IPR004563,IPR036526	GO:0006807,GO:0016021,GO:0016410,GO:0042158	SSF56317	False	None	False	None	None
g9740.t1	Glycine--tRNA ligase alpha subunit	IPR002310,IPR006194	GO:0000166,GO:0004820,GO:0005524,GO:0005737,GO:0006426	SSF55681	False	None	False	None	None
g9741.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9742.t1	Glycine--tRNA ligase beta subunit	IPR006194,IPR008909,IPR015944	GO:0000166,GO:0004814,GO:0004820,GO:0005524,GO:0005737,GO:0006420,GO:0006426	SSF109604	False	None	False	None	None
g9743.t1	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase	IPR004446,IPR006543,IPR006549,IPR013954,IPR036412	GO:0005975,GO:0016791	SSF56784	False	None	False	None	None
g9744.t1	hypothetical protein	IPR002123	GO:0016746	SSF69593	False	None	False	None	None
g9745.t1	hypothetical protein	IPR002725	None	None	False	None	False	None	None
g9746.t1	Lactoylglutathione lyase	IPR004360,IPR004361,IPR018146,IPR029068,IPR037523	GO:0004462,GO:0046872	SSF54593	False	None	False	None	None
g9747.t1	Ribosomal RNA small subunit methyltransferase A	IPR001737,IPR011530,IPR020596,IPR020598,IPR029063	GO:0000154,GO:0000179,GO:0006364,GO:0008649	SSF53335	False	None	False	None	None
g9748.t1	4-hydroxythreonine-4-phosphate dehydrogenase	IPR005255,IPR037510	GO:0042823,GO:0050570,GO:0051287	SSF53659	False	None	False	None	None
g9749.t1	Chaperone SurA	IPR000297,IPR023058	GO:0003755	SSF54534	False	None	False	None	None
g9750.t1	LPS-assembly protein LptD	IPR005653,IPR007543,IPR020889	GO:0009279,GO:0010033,GO:0015920,GO:0019867,GO:0043165,GO:0061024	None	False	None	False	None	None
g9751.t1	N-acetylmuramate/N-acetylglucosamine kinase	IPR002575,IPR011009	None	SSF56112	False	None	False	None	None
g9752.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9753.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9754.t1	N-acetylmuramate alpha-1-phosphate uridylyltransferase	IPR005835,IPR029044	GO:0009058,GO:0016779	SSF53448	False	None	False	None	None
g9755.t1	hypothetical protein	IPR000160,IPR001633,IPR005330,IPR029787,IPR035919	None	SSF141868,SSF55073	False	None	False	None	None
g9756.t1	hypothetical protein	IPR000994,IPR001131,IPR007865,IPR029149,IPR036005	GO:0030145,GO:0070006	SSF53092,SSF55920	False	None	False	None	None
g9757.t1	hypothetical protein	IPR002938,IPR010971,IPR018168,IPR036188	GO:0006744,GO:0016709,GO:0050660,GO:0071949	SSF51905	False	None	False	None	None
g9758.t1	hypothetical protein	IPR006076,IPR036188	GO:0016491	SSF51905,SSF54373	False	None	False	None	None
g9759.t1	tRNA-dihydrouridine synthase B	IPR001269,IPR004652,IPR018517,IPR032887,IPR035587	GO:0002943,GO:0008033,GO:0016491,GO:0017150,GO:0050660	SSF51395	False	None	False	None	None
g9760.t1	Bifunctional purine biosynthesis protein PurH	IPR002695,IPR011607,IPR016193,IPR036914	GO:0003824,GO:0003937,GO:0004643,GO:0006164	SSF52335,SSF53927	False	None	False	None	None
g9761.t1	Crossover junction endodeoxyribonuclease RuvC	IPR002176,IPR012337,IPR020563	GO:0004520,GO:0006281,GO:0006310,GO:0008821	SSF53098	False	None	False	None	None
g9762.t1	hypothetical protein	IPR017946,IPR030395	GO:0006629,GO:0008081	SSF51695	False	None	False	None	None
g9763.t1	Holliday junction ATP-dependent DNA helicase RuvA	IPR000085,IPR003583,IPR010994,IPR011114,IPR012340,IPR013849,IPR036267	GO:0003677,GO:0003678,GO:0005524,GO:0006281,GO:0006310,GO:0009378,GO:0009379	SSF46929,SSF47781,SSF50249	False	None	False	None	None
g9764.t1	Holliday junction ATP-dependent DNA helicase RuvB	IPR003593,IPR004605,IPR008823,IPR008824,IPR027417,IPR036390,IPR041445	GO:0003677,GO:0005524,GO:0006281,GO:0006310,GO:0009378	SSF46785,SSF52540	False	None	False	None	None
g9765.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9766.t1	D-aminoacyl-tRNA deacylase	IPR003732,IPR023509	GO:0002161,GO:0005737,GO:0051499	SSF69500	False	None	False	None	None
g9767.t1	Tyrosine--tRNA ligase	IPR000253,IPR001412,IPR002305,IPR002307,IPR002942,IPR024088,IPR024108	GO:0000166,GO:0003723,GO:0004812,GO:0004831,GO:0005515,GO:0005524,GO:0006418,GO:0006437	SSF52374,SSF55174	False	None	False	None	None
g9768.t1	Anhydro-N-acetylmuramic acid kinase	IPR005338,IPR043129	GO:0005524,GO:0006040,GO:0009254,GO:0016773	SSF53067	False	None	False	None	None
g9769.t1	Putative iron-sulfur cluster insertion protein ErpA	IPR000361,IPR016092,IPR017870,IPR023063,IPR035903	GO:0016226,GO:0051536	SSF89360	False	None	False	None	None
g9770.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9771.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9772.t1	30S ribosomal protein S9	IPR000754,IPR020568,IPR020574	GO:0003735,GO:0005840,GO:0006412	SSF54211	False	None	False	None	None
g9773.t1	50S ribosomal protein L13	IPR005822,IPR005823,IPR036899	GO:0003735,GO:0005840,GO:0006412	SSF52161	False	None	False	None	None
g9774.t1	Protein YhfA	IPR003718,IPR036102	None	SSF82784	False	None	False	None	None
g9775.t1	Dihydroorotase	IPR002195,IPR004721,IPR006680,IPR032466	GO:0004151,GO:0016787,GO:0016812,GO:0019856	SSF51556	False	None	False	None	None
g9776.t1	Putative hydroxypyruvate reductase	IPR007835,IPR025286,IPR039760	GO:0008887	SSF82544	False	None	False	None	None
g9777.t1	Putative glutamine amidotransferase YafJ	IPR017932,IPR026869,IPR029055	None	SSF56235	False	None	False	None	None
g9778.t1	Glutamate/aspartate import ATP-binding protein GltL	IPR003439,IPR017871,IPR027417	GO:0005524,GO:0042626	SSF52540	False	None	False	None	None
g9779.t1	Glutamate/aspartate import permease protein GltK	IPR000515,IPR010065,IPR030205,IPR035906,IPR043429	GO:0006865,GO:0016020,GO:0016021,GO:0022857,GO:0043190,GO:0055085,GO:0071705	SSF161098	False	None	False	None	None
g9780.t1	Glutamate/aspartate import permease protein GltJ	IPR000515,IPR010065,IPR030202,IPR035906,IPR043429	GO:0006865,GO:0016020,GO:0016021,GO:0022857,GO:0043190,GO:0055085,GO:0071705	SSF161098	False	None	False	None	None
g9781.t1	Glutamate/aspartate import solute-binding protein	IPR001638	None	SSF53850	False	None	False	None	None
g9782.t1	NAD-specific glutamate dehydrogenase	IPR006095,IPR006096,IPR006097,IPR014362,IPR033524,IPR033922,IPR036291	GO:0006520,GO:0016491,GO:0016639	SSF51735,SSF53223	False	None	False	None	None
g9783.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9784.t1	Iron-sulfur clusters transporter atm1, mitochondrial	IPR003439,IPR003593,IPR011527,IPR017871,IPR027417,IPR036640,IPR039421	GO:0005524,GO:0016021,GO:0042626,GO:0055085	SSF52540,SSF90123	False	None	False	None	None
g9785.t1	Acyl-CoA thioester hydrolase YciA	IPR006683,IPR029069,IPR033120,IPR040170	GO:0016790	SSF54637	False	None	False	None	None
g9786.t1	hypothetical protein	IPR001753,IPR029045	GO:0003824	SSF52096	False	None	False	None	None
g9787.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9788.t1	3-ketoacyl-CoA thiolase A, peroxisomal	IPR002155,IPR016039,IPR020610,IPR020613,IPR020615,IPR020616,IPR020617	GO:0016746,GO:0016747	SSF53901	False	None	False	None	None
g9789.t1	hypothetical protein	IPR001753,IPR006108,IPR006176,IPR008927,IPR029045,IPR036291	GO:0003824,GO:0006631,GO:0016491,GO:0016616,GO:0070403	SSF48179,SSF51735,SSF52096	False	None	False	None	None
g9790.t1	acyl-CoA dehydrogenase, putative	IPR006091,IPR009075,IPR009100,IPR013786,IPR020953,IPR025878,IPR036250	GO:0016627,GO:0050660	SSF47203,SSF56645	False	None	False	None	None
g9791.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9792.t1	hypothetical protein	IPR004165,IPR014388,IPR037171	GO:0008410,GO:0046952	SSF100950	False	None	False	None	None
g9793.t1	hypothetical protein	IPR001736,IPR025202	GO:0003824	SSF56024	False	None	False	None	None
g9794.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9795.t1	Dihydroneopterin triphosphate diphosphatase	IPR000086,IPR003564,IPR015797	GO:0008828,GO:0016787,GO:0019177,GO:0046656	SSF55811	False	None	False	None	None
g9796.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9797.t1	Aspartate--tRNA(Asp/Asn) ligase	IPR002312,IPR004115,IPR004364,IPR004365,IPR004524,IPR006195,IPR012340,IPR029351	GO:0000166,GO:0003676,GO:0004812,GO:0005524,GO:0005737,GO:0006418,GO:0016874	SSF50249,SSF55261,SSF55681	False	None	False	None	None
g9798.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9799.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9800.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9801.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9802.t1	Probable protein kinase UbiB	IPR000719,IPR004147,IPR010232,IPR011009	GO:0004672,GO:0005524,GO:0006468,GO:0006744	SSF56112	False	None	False	None	None
g9803.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9804.t1	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	IPR004033,IPR023576,IPR029063	GO:0008168	SSF53335	False	None	False	None	None
g9805.t1	hypothetical protein	IPR010376	None	None	False	None	False	None	None
g9806.t1	hypothetical protein	IPR003439,IPR003593,IPR011527,IPR017871,IPR027417,IPR036640	GO:0005524,GO:0016021,GO:0042626,GO:0055085	SSF52540,SSF90123	False	None	False	None	None
g9807.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9808.t1	hypothetical protein	IPR004017,IPR004113,IPR006094,IPR009051,IPR016164,IPR016166,IPR017896,IPR017900,IPR021817,IPR022153,IPR036318	GO:0003824,GO:0016491,GO:0050660,GO:0051536,GO:0071949	SSF46548,SSF55103,SSF56176	False	None	False	None	None
g9809.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9810.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9811.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9812.t1	L-threonine dehydratase biosynthetic IlvA	IPR000634,IPR001721,IPR001926,IPR005787,IPR036052	GO:0004794,GO:0006520,GO:0009097,GO:0030170	SSF53686,SSF55021	False	None	False	None	None
g9813.t1	NADPH-dependent 7-cyano-7-deazaguanine reductase	IPR029500	GO:0008616,GO:0033739	SSF55620	False	None	False	None	None
g9814.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9815.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9816.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9817.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9818.t1	3-hydroxybutyryl-CoA dehydrogenase	IPR006108,IPR006176,IPR006180,IPR008927,IPR022694,IPR036291	GO:0006631,GO:0016491,GO:0016616,GO:0070403	SSF48179,SSF51735	False	None	False	None	None
g9819.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9820.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9821.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9822.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9823.t1	hypothetical protein	IPR004136	GO:0018580	SSF51412	False	None	False	None	None
g9824.t1	Deglycase PYRAB04690	IPR002818,IPR029062	None	SSF52317	False	None	False	None	None
g9825.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9826.t1	PKHD-type hydroxylase BURPS1710b_A0200	IPR005123,IPR006620,IPR023550,IPR041097	GO:0005506,GO:0016491,GO:0016705,GO:0016706,GO:0031418	None	False	None	False	None	None
g9827.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9828.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9829.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9830.t1	hypothetical protein	IPR001753,IPR029045	GO:0003824	SSF52096	False	None	False	None	None
g9831.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9832.t1	hypothetical protein	IPR006089,IPR006091,IPR009075,IPR009100,IPR013786,IPR036250	GO:0003995,GO:0016627,GO:0050660	SSF47203,SSF56645	False	None	False	None	None
g9833.t1	hypothetical protein	IPR002347,IPR036291	GO:0016491	SSF51735	False	None	False	None	None
g9834.t1	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	IPR011762,IPR011763,IPR029045,IPR034733	GO:0016874	SSF52096	False	None	False	None	None
g9835.t1	hypothetical protein	IPR006089,IPR006091,IPR009075,IPR009100,IPR013786,IPR036250	GO:0003995,GO:0016627,GO:0050660	SSF47203,SSF56645	False	None	False	None	None
g9836.t1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	IPR000089,IPR001882,IPR005479,IPR005481,IPR005482,IPR011053,IPR011054,IPR011761,IPR011764,IPR016185	GO:0005524,GO:0046872	SSF51230,SSF51246,SSF52440,SSF56059	False	None	False	None	None
g9837.t1	hypothetical protein	IPR000873,IPR020845,IPR025110	None	SSF56801	False	None	False	None	None
g9838.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9839.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9840.t1	hypothetical protein	IPR007214,IPR036754	GO:0002161	SSF55826	False	None	False	None	None
g9841.t1	Hydroxymethylglutaryl-CoA lyase, mitochondrial	IPR000138,IPR000891,IPR043594	GO:0003824,GO:0004419,GO:0016833	SSF51569	False	None	False	None	None
g9842.t1	Glyoxylate/hydroxypyruvate reductase A	IPR006140,IPR029753,IPR036291	GO:0051287	SSF51735	False	None	False	None	None
g9843.t1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	IPR000089,IPR005479,IPR005481,IPR005482,IPR011053,IPR011054,IPR011761,IPR011764,IPR016185	GO:0005524,GO:0046872	SSF51230,SSF51246,SSF52440,SSF56059	False	None	False	None	None
g9844.t1	Biotin synthase	IPR002684,IPR006638,IPR007197,IPR010722,IPR024177	GO:0003824,GO:0004076,GO:0009102,GO:0051536	SSF102114	False	None	False	None	None
g9845.t1	hypothetical protein	IPR001753,IPR029045	GO:0003824	SSF52096	False	None	False	None	None
g9846.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9847.t1	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	IPR011762,IPR011763,IPR029045,IPR034733	GO:0016874	SSF52096	False	None	False	None	None
g9848.t1	UPF0225 protein Rmet_0111	IPR032710	None	SSF54427	False	None	False	None	None
g9849.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9850.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9851.t1	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	IPR006089,IPR006091,IPR009075,IPR009100,IPR013786,IPR036250	GO:0003995,GO:0016627,GO:0050660	SSF47203,SSF56645	False	None	False	None	None
g9852.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9853.t1	Probable acetyl-CoA acetyltransferase	IPR002155,IPR016039,IPR020610,IPR020616,IPR020617	GO:0016746,GO:0016747	SSF53901	False	None	False	None	None
g9854.t1	Carbonic anhydrase 2	IPR001765,IPR015892,IPR036874	GO:0004089,GO:0008270,GO:0015976	SSF53056	False	None	False	None	None
g9855.t1	Isocitrate dehydrogenase kinase/phosphatase	IPR010452	GO:0005737,GO:0006006,GO:0008772,GO:0016791	None	False	None	False	None	None
g9856.t1	Isovaleryl-CoA dehydrogenase, mitochondrial	IPR006089,IPR006091,IPR009075,IPR009100,IPR013786,IPR034183,IPR036250	GO:0003995,GO:0016627,GO:0050660	SSF47203,SSF56645	False	None	False	None	None
g9857.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9858.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9859.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9860.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9861.t1	hypothetical protein	IPR002347,IPR036291	GO:0016491	SSF51735	False	None	False	None	None
g9862.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9863.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9864.t1	Arginine--tRNA ligase	IPR001278,IPR001412,IPR005148,IPR008909,IPR009080,IPR035684,IPR036695	GO:0000166,GO:0004812,GO:0004814,GO:0005524,GO:0005737,GO:0006418,GO:0006420	SSF47323,SSF52374,SSF55190	False	None	False	None	None
g9865.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9866.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9867.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9868.t1	UPF0391 membrane protein RPB_2510	IPR009760	GO:0005886	None	False	None	False	None	None
g9869.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9870.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9871.t1	Response regulator UvrY	IPR000792,IPR001789,IPR011006,IPR016032	GO:0000160,GO:0003677,GO:0006355	SSF46894,SSF52172	False	None	False	None	None
g9872.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9873.t1	Methionine synthase	IPR000489,IPR003759,IPR004223,IPR006158,IPR011005,IPR011822,IPR033706,IPR036594,IPR036724,IPR037010	GO:0008270,GO:0008705,GO:0009086,GO:0031419,GO:0042558,GO:0044237,GO:0046872	SSF47644,SSF51717,SSF52242,SSF56507	False	None	False	None	None
g9874.t1	Methionine synthase	IPR003726,IPR036589	None	SSF82282	False	None	False	None	None
g9875.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9876.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9877.t1	hypothetical protein	IPR000073,IPR029058	None	SSF53474	False	None	False	None	None
g9878.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9879.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9880.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9881.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9882.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9883.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9884.t1	hypothetical protein	IPR001753,IPR018376,IPR029045	GO:0003824	SSF52096	False	None	False	None	None
g9885.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9886.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9887.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9888.t1	Bifunctional protein HldE	IPR004821,IPR011914	GO:0003824,GO:0005975,GO:0009058,GO:0016773,GO:0016779	SSF52374	False	None	False	None	None
g9889.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9890.t1	Type III pantothenate kinase	IPR004619,IPR043129	GO:0004594	SSF53067	False	None	False	None	None
g9891.t1	hypothetical protein	IPR003142,IPR004143,IPR004408,IPR008988	GO:0004077,GO:0006464	SSF50037,SSF55681	False	None	False	None	None
g9892.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9893.t1	Intermembrane phospholipid transport system ATP-binding protein MlaF	IPR003439,IPR017871,IPR027417	GO:0005524,GO:0042626	SSF52540	False	None	False	None	None
g9894.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9895.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9896.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9897.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9898.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9899.t1	hypothetical protein	IPR007312,IPR008475,IPR017767	GO:0004629,GO:0016042,GO:0016788,GO:0034480	None	False	None	False	None	None
g9900.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9901.t1	Low calcium response locus protein S	IPR002514,IPR009057,IPR018060	GO:0003677,GO:0003700,GO:0004803,GO:0006313,GO:0006355,GO:0043565	SSF46689	False	None	False	None	None
g9902.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9903.t1	Ras and EF-hand domain-containing protein homolog	IPR001806,IPR005225,IPR027417	GO:0003924,GO:0005525	SSF52540	False	None	False	None	None
g9904.t1	Flagellar Member 3	IPR011990,IPR025697	GO:0005515	SSF48452	False	None	False	None	None
g9905.t1	Flagellar Member 3	IPR025697	None	None	False	None	False	None	None
g9906.t1	Putative snoRNA binding domain containing protein	IPR002687,IPR027105,IPR036070	GO:0000244,GO:0000398,GO:0046540	SSF89124	False	None	False	None	None
g9907.t1	WD domain, G-beta repeat	IPR001680,IPR036322	GO:0005515	SSF50978	False	None	False	None	None
g9908.t1	Prohibitin	IPR000163,IPR001107,IPR036013	GO:0016020	SSF117892	False	None	False	None	None
g9909.t1	eukaryotic translation initiation factor 4 gamma 3	IPR003890,IPR016024	GO:0003723,GO:0005515	SSF48371	False	None	False	None	None
g9910.t1	U1 small nuclear ribonucleoprotein	IPR000504,IPR035979	GO:0003676	SSF54928	False	None	False	None	None
g9911.t1	kinesin, putative	IPR001752,IPR019821,IPR027417,IPR027640	GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:1990939	SSF50729,SSF52540	False	None	False	None	None
g9912.t1	hypothetical protein	IPR027536	GO:0007005,GO:0032865	None	False	None	False	None	None
g9913.t1	protein transport protein Sec23A, putative	None	None	None	False	None	False	None	None
g9914.t1	Component of motile flagella 6	IPR001680,IPR011047,IPR017986,IPR019775,IPR036322	GO:0005515	SSF50978,SSF50998	False	None	False	None	None
g9915.t1	DNA polymerase alpha catalytic subunit	IPR006133,IPR006134,IPR006172,IPR012337,IPR017964,IPR043502	GO:0000166,GO:0003676,GO:0003677,GO:0003887	SSF53098,SSF56672	False	None	False	None	None
g9916.t1	protein kinase, putative	IPR004012,IPR010926	GO:0003774,GO:0016459	SSF50729	False	None	False	None	None
g9917.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9918.t1	mitochondrial DNA topoisomerase II, putative	None	None	None	False	None	False	None	None
g9919.t1	aspartate aminotransferase	None	None	None	False	None	False	None	None
g9920.t1	putative kinesin	IPR001752,IPR018159,IPR027417,IPR027640	GO:0005524,GO:0007018,GO:0008017,GO:1990939	SSF46966,SSF52540	False	None	False	None	None
g9921.t1	hypothetical protein	None	None	SSF58038	False	None	False	None	None
